		--- STARS OF CATALOGUE ---
Iot Cas,11569,8545,0.000000,0.650424,1.176395
? Ari,11670,6816,0.000000,0.656851,0.440434
? Cet,11687,8419,0.000000,0.657786,0.004464
? Cet,11738,4173,0.000000,0.661050,0.039570
Mu Hyi,11757,4788,0.000000,0.661785,-1.380719
Polaris,11767,5830,0.000000,0.662287,1.557953
Sig Cet,11783,6605,0.000000,0.663605,-0.266070
? Tri,11784,3836,0.000000,0.663673,0.630889
? Cet,11791,4733,0.000000,0.663910,-0.018062
? Tri,11840,4551,0.000000,0.667052,0.602879
? Ari,11843,6079,0.000000,0.667162,0.262402
Lam-1 For,11867,4594,0.000000,0.668100,-0.604756
Ome For,11918,10795,0.000000,0.671276,-0.492747
? Cet,12002,3961,0.000000,0.675052,-0.137173
? And,12072,3968,0.000000,0.679132,0.651222
? Tri,12086,3578,0.000000,0.679719,0.605412
Nu Cet,12093,5050,0.000000,0.680131,0.097621
? Cet,12107,3639,0.000000,0.680682,-0.136687
268 G. Cet,12114,4948,0.000000,0.681034,0.120199
Iot-1 For,12122,4702,0.000000,0.681352,-0.524384
? Cet,12148,4648,0.000000,0.683229,0.134914
? Ari,12153,6317,0.000000,0.683435,0.217252
? And,12181,6379,0.000000,0.684835,0.676029
Lam-2 For,12186,5767,0.000000,0.684941,-0.603500
Eta Hor,12225,7532,0.000000,0.686811,-0.917050
? Cas,12239,3704,0.000000,0.687662,1.147473
? Cet,12247,4692,0.000000,0.688082,-0.059274
? Cas,12273,5007,0.000000,0.689556,1.270918
Iot-2 For,12288,6499,0.000000,0.690762,-0.526986
Nu Ari,12332,8419,0.000000,0.692968,0.383299
Del Cet,12387,13881,0.000000,0.695874,0.005734
Eps Cet,12390,6639,0.000000,0.696229,-0.207208
Eps Hyi,12394,10956,0.000000,0.696334,-1.191483
? Eri,12413,9422,0.000000,0.697257,-0.748601
? Cet,12444,6282,0.000000,0.699035,-0.164984
Zet Hor,12484,6822,0.000000,0.701011,-0.952076
Iot Eri,12486,4728,0.000000,0.701041,-0.695608
? Ari,12489,9215,0.000000,0.701118,0.472303
? Cet,12530,6339,0.000000,0.703513,-0.012141
? Cet,12562,6729,0.000000,0.704977,-0.253933
